Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Peiris 2015,2015,PUB,25735508,<p>Design: parallel cluster-RCT</p>,"<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 38,877</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + training + computerised decision-support</p>,"<p>Clinical behaviour category: screening, prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: daily</p><p>Instructions for improvement: general</p>",
Persell 2020,2020,PUB,25735510,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: clinical decision-support + A&amp;F + workflow management + patient education; Intervention 2: clinical decision-support + A&amp;F + workflow management + patient education + population management</p>,"<p>Clinical behaviour category: screening, prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review, computerised search of charts, other</p><p>Frequency: annually</p><p>Instructions for improvement: general</p>",
Petersen 2013,2013,PUB,25735512,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital outpatient clinic</p><p>Speciality: GP/family</p><p>N health professionals: 125</p><p>N patients: NR</p>,<p>Number of arms: 4</p><p>Description of groups: Intervention 1: A&amp;F + education +  individual-level financial incentives; Intervention 2: A&amp;F + education + practice-level financial incentives; Intervention 3: A&amp;F + education + individual and practice-level financial incentives; Intervention 4: A&amp;F + education</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: tri-annually</p><p>Instructions for improvement: general</p>,
Peters-Klimm 2008,2008,PUB,25735514,<p>Design: parallel cluster-RCT</p>,<p>Country: Germany</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 37</p><p>N patients: 168</p>,<p>Number of arms: 2</p><p>Description of groups: Control: educational session; Intervention: A&amp;F + educational sessions</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Pettersson 2011,2011,PUB,25735516,<p>Design: parallel cluster-RCT</p>,<p>Country: Sweden</p><p>Setting: nursing homes</p><p>Speciality: NA</p><p>N health professionals: NR</p><p>N patients: 2537</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational sessions and materials</p>,"<p>Clinical behaviour category: prescribing, treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Pimlott 2003,2003,PUB,25735518,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 374</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + educational materials (for benzodiazepines); Intervention 2: A&amp;F + educational materials (for antihypertensive drugs)</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: bi-monthly</p><p>Instructions for improvement: general</p>,
Price-Haywood 2014,2014,PUB,25735520,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 18</p><p>N patients: 168</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + communication-skills training; Intervention 2: A&amp;F only</p>,"<p>Clinical behaviour category: screening, testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: semi-annually</p><p>Instructions for improvement: specific</p>",
Quanbeck 2018,2018,PUB,25735522,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + academic detailing + organisational coaching</p>,"<p>Clinical behaviour category: screening, prescribing, testing/exams, counselling</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: co-developed plans</p>",
Quinley 2004,2004,PUB,25735524,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + patient educational materials; Intervention 2: A&amp;F + patient educational materials + expert outreach/facilitation</p>,<p>Clinical behaviour category: immunisation</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Raasch 2000,2000,PUB,25735526,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 46</p><p>N patients: 1366</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: diagnosis</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: other</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Raja 2015,2015,PUB,25735528,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: 43</p><p>N patients: 109,793</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>,
Ralph 2018,2018,PUB,25735530,<p>Design: step wedge</p>,<p>Country: Australia</p><p>Setting: community care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 402</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + monitoring + continuous quality improvement activities</p>,"<p><mark class=""marker-yellow"">Clinical behaviour category:</mark></p><p><mark class=""marker-yellow"">Format of Audit &amp; Feedback:</mark></p><p><mark class=""marker-yellow"">Source:</mark></p><p><mark class=""marker-yellow"">Frequency:</mark></p><p><mark class=""marker-yellow"">Instructions for improvement:</mark></p>",
Rantz 2001,2001,PUB,25735532,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: nursing homes</p><p>Speciality: long-term care</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: educational workshops + educational materials + A&amp;F; Intervention 2: educational workshops + educational materials + A&amp;F + access to telephone and/or on-site clinical nurse specialist</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: other</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>,
Rask 2001,2001,PUB,25735534,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/internal medicine</p><p>N health professionals: 28</p><p>N patients: 491</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F  + nurse facilitator + clinical practice guidelines + patient reminders</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>,
Robling 2002,2002,PUB,25735536,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: education seminar; Control 2: guidelines; Intervention 1: A&amp;F; Intervention 2: A&amp;F + education seminar</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: not reported</p>,
Rodriguez 2015,2015,PUB,25735538,<p>Design: step wedge</p>,<p>Country: Argentina</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: 705</p><p>N patients: NR</p>,"<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + leadership commitment + surveillance of materials needed to comply with hand hygiene 
 + reminders + storyboard of the project </p>",<p>Clinical behaviour category: other</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Roos-Blom 2019,2019,PUB,25735540,<p>Design: parallel cluster-RCT</p>,"<p>Country: Netherlands</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: NR</p><p>N patients: 25,141</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + action planning template; Intervention 2: A&amp;F + action planning template + action implementation toolbox </p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: administrative/billing data</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Ruangkanchanasetr 1993a,1993,PUB,25735542,<p>Design: parallel cluster-RCT</p>,<p>Country: Thailand</p><p>Setting: primary care</p><p>Speciality: paediatrics</p><p>N health professionals: 9</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: semi-weekly</p><p>Instructions for improvement: general</p>,
Ruangkanchanasetr 1993b,1993,PUB,25735544,<p>Design: parallel cluster-RCT</p>,<p>Country: Thailand</p><p>Setting: primary care</p><p>Speciality: paediatrics</p><p>N health professionals: 9</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: semi-weekly</p><p>Instructions for improvement: general</p>,
Ruangkanchanasetr 1993c,1993,PUB,25735546,<p>Design: parallel cluster-RCT</p>,<p>Country: Thailand</p><p>Setting: primary care</p><p>Speciality: paediatrics</p><p>N health professionals: 18</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: semi-weekly</p><p>Instructions for improvement: general</p>,
Rubin 2001,2001,PUB,25735548,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 1117</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F + staff meeting</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Rust 1999,1999,PUB,25735550,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: resident continuity clinic</p><p>Speciality: paediatrics</p><p>N health professionals: 32</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,"<p>Clinical behaviour category: immunisation</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review, other</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
