Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Chanrachakul 2000,2000,PUB,26536587,<p>2-arm active-controlled randomised trial</p>,"<p>110 women were randomised in a hospital setting in Thailand.</p><p>Inclusion criteria: term pregnant women referred from the antenatal clinic for induction of labour. Women with unfavorable cervices with membranes intact (Bishop score up to 6), reactive nonstress test, singleton fetus with vertex presentation, and absence of labor.</p><p>Exclusion criteria: a scarred uterus and history of hypersensitivity to nitric oxide or prostaglandins (allergy, history of severe asthma, hypotension, palpitation)</p>",<p>Nitric oxide donors vs. vaginal dinoprostone (tablet or gel)</p>,"<p>Caesarean section due to any causes, time from induction to vaginal delivery, oxytocin augmentation, admission to the neonatal intensive care unit, and a 5‐minute Apgar score of less than 7.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Chanrachakul 2002,2002,PUB,26536590,<p>2-arm active-controlled randomised trial</p>,"<p>107 women were randomised in a hospital setting in Thailand.</p><p>Inclusion criteria: unfavorable cervix (Bishop score 6 or less), reactive non-stress test, singleton with vertex presentation, and absence of labor.</p><p>Exclusion criteria: consisted of fetal malpresentation, and contraindications to receive nitric oxide and prostaglandins (allergy, history of severe asthma, hypotension, palpitation).</p>",<p>Nitric oxide donors vs. 50 µg vaginal misoprostol</p>,"<p>Caesarean section due to non‐reassuring fetal status, caesarean section due to any causes, time from induction of labour to vaginal delivery, admission to the neonatal intensive care unit, and a 5‐minute Apgar score of less than 7.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Chanrachakul 2010,2010,PUB,26536593,<p>2-arm active-controlled randomised trial</p>,<p>218 women were randomised in a hospital setting in Thailand.</p><p>Inclusion criteria: term pregnant women with Bishop score of 6 or less</p><p>Exclusion criteria: abnormal presentation</p>,<p>50 µg sublingual or buccal misoprostol vs. 50 µg vaginal misoprostol</p>,<p>Caesarean section due to any causes</p>,<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Charoenkul 2000,2000,PUB,26536595,<p>2-arm active-controlled randomised trial</p>,"<p>143 women</p><p>Inclusion criteria: singleton pregnant women of ≥ 37 weeks of gestation with indications for termination of pregnancy and with an initial Bishop score of less than seven.</p><p>Exclusion criteria: suspected cephalo-pelvic disproportion, estimated fetal weight &gt; 4000 grams, parity &gt; 5, previous cesarean section and other uterine surgeries, suspected chorioamnionitis, contraindications to vaginal delivery, contraindications to the use of prostaglandins, and moderate to severe pre-existing medical diseases.</p>",<p>50 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Bishop score, uterine tachysystole, uterine hyperstimulation, mode of delivery, vaginal delivery with 24 hours, time from induction to delivery, APGAR score, and neonatal intensive care unit admission.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Chhabra 2022,2022,PUB,26536597,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: singleton pregnancy exceeding 37 weeks' gestation, confirmed vertex fetal presentation, clinically confirmed adequate maternal pelvis for vaginal delivery, Bishop score less than 6 (indicating a cervix unfavourable for labour), and a reactive non-stress test with no uterine contractions present.</p><p>Exclusion criteria: pregnancies with malpresentation, established labour (contractions ≥ 3/10 minutes), cephalopelvic disproportion, a favourable cervix (Bishop score &gt; 6), prior cesarean section/uterine scar, multiple gestation, or parity ≥ 5.</p>",<p>25 µg vaginal misoprostol Vs 25 µg sublingual misoprostol</p>,"<p>Oxytocin augmentation, cervical dilatation, time from induction to delivery, uterine rupture, APGAR score, and side effects.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
ChiCTR-TRC-14004079,2014,PUB,26536599,<p>2-arm active-controlled randomised trial</p>,"<p>Inclusion criteria: Nulliparous pregnant women admitted to an antenatal ward for induction of labour at or more than 37 weeks with favourable cervix according to modified Bishop score (≥6)<br>Exclusion criteria: Rupture of membranes, women already in labour before recruitment, presence of indication for caesarean section, major fetal anomaly, women with an unfavourable cervix.</p>",<p>Controlled-release dinoprostone vaginal pessary vs. Amniotomy plus oxytocin</p>,<p>Maternal not satisfied with the care related to induction of labour</p>,<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Chung 1992,1992,PUB,26536601,<p>2-arm placebo-controlled randomised trial</p>,"<p>59 women</p><p>Eligibility criteria: singleton pregnancies (≥37 weeks, cephalic presentation) and a strong clinical suspicion of spontaneous rupture of membranes (visualized pooling on speculum exam, positive nitrazine test). A Bishop score ≤ 4 indicates an unfavourable cervix. Fetal well-being is confirmed by a recent normal/reactive cardiotocography (no contractions) within the last hour, corroborated by the woman's report of no contractions since membrane rupture. Afebrile mothers with normal pulse and clear, meconium-free amniotic fluid are eligible, with no pre-existing medical or obstetric complications.</p>",<p>Vaginal dinoprostone Vs Placebo</p>,"<p>Time from induction to delivery, mode of delivery, oxytocin augmentation, uterine hyperstimulation, side effects, uterine rupture, APGAR score, intubation, and neonatal intensive care unit admission.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
CTRI/2011/08/001969,2011,PUB,26536603,<p>2-arm active-controlled randomised trial</p>,"<p>304 women</p><p>Inclusion criteria: pregnant women, both nulliparous and multiparous, with a live singleton pregnancy at 36 weeks gestation or beyond and with a medical or obstetric indication for induction will be included. Additionally, participants must have a cephalic presentation, an unfavourable cervix (Bishop score &lt; 6), and a reassuring fetal heart tracing.</p><p>Exclusion criteria: women with ruptured membranes, multiple gestation, non-cephalic presentation, prior caesarean delivery, known contraindication to prostaglandin, or those identified as grand multiparous mothers will be excluded from the study.</p>",<p>25 µg sublingual misoprostol Vs Balloon catheter</p>,"<p>Vaginal delivery within 24 hours, time from induction to delivery, caesarean section, neonatal morbidity, and time to active labour.</p>",<p>Recruitment status: not yet recruiting</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
CTRI/2019/08/020771,2019,PUB,26536605,<p>2-arm active-controlled randomised trial</p>,"<p>56 women</p><p>Inclusion criteria: singleton pregnancies at term, with cephalic presentation, and a Bishop score of less than 5.</p><p>Exclusion criteria: women with regular uterine contractions, premature rupture of membranes (PROM), previous lower segment cesarean sections (LSCS), contraindications to vaginal delivery, undiagnosed vaginal bleeding, placenta previa, intrauterine fetal death, or non-reassuring fetal heart will be excluded.</p>",<p>Vaginal dinoprostone Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Mode of delivery, time from induction to delivery, and any complications.</p>",<p>Recruitment status: not yet recruiting</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
CTRI/2021/05/033658,2021,PUB,26536607,<p>2-arm active-controlled randomised trial</p>,"<p>210 women</p><p>Inclusion criteria: all women with a specific indication for induction of labour, over 34 weeks of gestation, with an unfavourable cervix and reassuring fetal heart rate</p><p>Exclusion criteria: women with multiple gestations, malpresentation, nonreactive fetal cardiac activity, previous uterine surgeries, cephalopelvic disproportion, placenta previa, women with renal or cardiovascular disease, severe asthma, glaucoma, known hypersensitivity to prostaglandins, and parity of 5 or more.</p>",<p>Buccal misoprostol Vs Vaginal misoprostol</p>,"<p>Maternal and fetal outcome, drug efficacy, and patient acceptability.</p>",<p>Recruitment status: not yet recruiting</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Danielian 1999,1999,PUB,26536609,<p>2-arm active-controlled randomised trial</p>,<p>200 women</p><p>Eligibility criteria: term pregnancies</p>,<p>50 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Time from induction to delivery, oxytocin augmentation, tachysystole, mode of delivery, and neonatal intensive care unit admission</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Davidson 2017,2017,PUB,26536612,<p>2-arm active-controlled randomised trial</p>,"<p>294 women</p><p>Eligibility criteria: women with PROM, a Bishop score of ≤ 6, singleton pregnancy ≥ 34 weeks gestation.</p>",<p>25 µg vaginal misoprostol Vs Oxytocin</p>,"<p>Caesarean section, time from induction to delivery, tachysystole, chorioamnionitis, neonatal intensive care unit admission, and oxytocin augmentation.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
DebBarma 2020,2020,PUB,26536615,<p>2-arm active-controlled randomised trial</p>,"<p>130 women</p><p>Inclusion criteria: women with viable singleton pregnancies in a head-down (vertex) position who are at least 37 weeks pregnant and require induction for obstetric or medical reasons. Additionally, a Bishop score of less than 5 and intact membranes with no prior cervical manipulation (stripping) are required for participation.</p><p>Exclusion criteria: suspected cephalo-pelvic disproportion (fetal head too large for mother's pelvis) and any prior uterine surgery or caesarean section. Additionally, multiple gestations (twins, triplets etc.) and malpresentations (fetal position unsuitable for vaginal delivery) are ineligible. Furthermore, the presence of any contraindication to vaginal delivery or prostaglandin use, suspected chorioamnionitis (infection of the membranes), suspected fetal jeopardy, placenta previa (placenta overlying the cervix), a drug allergy (specifically to prostaglandins), or grand multiparity (having given birth to five or more children)</p>",<p>25 µg vaginal misoprostol + placebo Vs 25 µg oral misoprostol + placebo</p>,"<p>Time from induction to vaginal delivery, vaginal delivery within 24 hours, mode of delivery, Bishop score, uterine hyperstimulation, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
